,id,title,source
0,ded27576-2a47-46d2-a351-cd88df27a109,Chương trình tiêu chuẩn (dạy-học bằng tiếng Việt),https://admission.tdtu.edu.vn/dai-hoc/chuong-trinh-tieu-chuan-day-hoc-bang-tieng-viet
1,6d6250f6-7d74-4c5d-9bdf-73ff6b203808,"Chương trình chất lượng cao ",https://admission.tdtu.edu.vn/dai-hoc/chuong-trinh-chat-luong-cao
2,a66661db-197b-45f8-b5b8-b906f0339323,"Chương trình đại học bằng tiếng Anh ",https://admission.tdtu.edu.vn/dai-hoc/chuong-trinh-dai-hoc-bang-tieng-anh
3,75956006-00ad-4b8b-8a18-17eecce4422b,"Chương trình liên kết đào tạo quốc tế trình độ đại học năm 2023 ",https://admission.tdtu.edu.vn/du-hoc/chuong-trinh-lien-ket-dao-tao-quoc-te-trinh-do-dai-hoc-nam-2023
4,15277b95-6686-48a8-bc4e-89ef50946af9,"Tuyển học bổ sung kiến thức ",https://admission.tdtu.edu.vn/sau-dai-hoc/tuyen-hoc-bo-sung-kien-thuc
5,4afbce7d-1642-4458-836f-73f465c6c80e,"Tuyển sinh chương trình 4 + 1 ",https://admission.tdtu.edu.vn/sau-dai-hoc/thong-tin/tuyen-sinh-4-1
6,351b1c65-a53a-41a1-b4de-2e2cfa97d8d1,"Tuyển sinh thạc sĩ ",https://admission.tdtu.edu.vn/sau-dai-hoc/thong-tin/tuyen-sinh-thac-si
7,e27d1889-cea9-4358-b8b3-080f0566e6ef,"Tuyển sinh tiến sĩ ",https://admission.tdtu.edu.vn/sau-dai-hoc/thong-tin/tuyen-sinh-tien-si
8,dd0573ae-29a2-4afa-b5c1-303be63b8bfa,Sự khác biệt giữa các chương trình đào tạo tại TDTU,https://admission.tdtu.edu.vn/su-khac-biet-giua-cac-chuong-trinh-dao-tao-tai-tdtu
